Rank,Name,Score,Finish Time ,Q1 (2),Q2 (4),Q3 (5),Q4 (6)
4538,lulaw  ,6,0:09:01, 0:03:20, 0:09:01,,
4539,MrCodder  ,6,0:09:03, 0:03:50, 0:09:03,,
4540,souviksarkar2k3  ,6,0:09:05, 0:04:06, 0:09:05,,
4541,charucjoshi  ,6,0:09:05, 0:02:08, 0:09:05,,
4542,Techcoder_yerhs  ,6,0:09:06, 0:04:35, 0:09:06,,
4543,yanglei51423  ,6,0:09:07, 0:01:30, 0:09:07,,
4544,its_sherlocked008  ,6,0:09:07, 0:09:07, 0:08:52,,
4545,Dee-Bug  ,6,0:09:08, 0:02:53, 0:09:08,,
4546,destinationunknown  ,6,0:09:08, 0:04:29, 0:09:08,,
4547,riwu  ,6,0:09:09, 0:02:45, 0:09:09,,
4548,sandromirr  ,6,0:09:09, 0:04:40, 0:09:09,,
4549,CloverPlays  ,6,0:09:10, 0:04:56, 0:09:10,,
4550,mayukh373  ,6,0:09:10, 0:02:01, 0:09:10,,
4551,aradhyataneja_44  ,6,0:09:11, 0:09:11, 0:07:15,,
4552,R_Shyam_Sundar  ,6,0:09:12, 0:04:13, 0:09:12,,
4553,eminence_in_shadow  ,6,0:09:12, 0:04:17, 0:09:12,,
4554,pratik_sandilya  ,6,0:09:12, 0:01:59, 0:09:12,,
4555,ssamporova  ,6,0:09:12, 0:02:01, 0:09:12,,
4556,ning2ing  ,6,0:09:12, 0:01:32, 0:09:12,,
4557,nan-guan-xiao-xiang  ,6,0:09:14, 0:00:50, 0:04:14  1,,
4558,viubi  ,6,0:09:15, 0:03:57, 0:09:15,,
4559,Fkaiser7  ,6,0:09:15, 0:02:59, 0:09:15,,
4560,yashwanthvs  ,6,0:09:18, 0:03:33, 0:09:18,,
4561,Owais_the_great  ,6,0:09:20, 0:03:53, 0:09:20,,
4562,tinku_vishnu  ,6,0:09:21, 0:09:21, 0:07:52,,
4563,adiroy2  ,6,0:09:23, 0:02:27, 0:04:23  1,,
4564,you-ji-cheng-zhong-ri-yue  ,6,0:09:24, 0:01:25, 0:09:24,,
4565,zica87  ,6,0:09:24, 0:04:45, 0:09:24,,
4566,21H51A6622  ,6,0:09:24, 0:02:32, 0:09:24,,
4567,sharmanishtha007  ,6,0:09:24, 0:03:55, 0:09:24,,
4568,unruffled-i2obinsonxnk  ,6,0:09:25, 0:02:03, 0:09:25,,
4569,mrafee113  ,6,0:09:25, 0:05:26, 0:09:25,,
4570,arpit1234  ,6,0:09:26, 0:03:13, 0:09:26,,
4571,Sakshamm7  ,6,0:09:27, 0:09:27, 0:08:56,,
4572,Agam_Raizada  ,6,0:09:28, 0:02:52, 0:09:28,,
4573,camishy  ,6,0:09:28, 0:03:22, 0:09:28,,
4574,jaideeppyne1997  ,6,0:09:29, 0:09:29, 0:07:24,,
4575,reyanshmishra  ,6,0:09:29, 0:01:35, 0:09:29,,
4576,dhruv311  ,6,0:09:29, 0:09:29, 0:08:29,,
4577,i2elaxed-margulis9fv  ,6,0:09:30, 0:02:31, 0:09:30,,
4578,amit2020cs  ,6,0:09:30, 0:08:35, 0:09:30,,
4579,SMHK  ,6,0:09:32, 0:04:36, 0:09:32,,
4580,haltingproblem  ,6,0:09:33, 0:06:55, 0:09:33,,
4581,mageoi43  ,6,0:09:34, 0:04:24, 0:09:34,,
4582,pybur  ,6,0:09:35, 0:02:12, 0:09:35,,
4583,subhash28chml  ,6,0:09:35, 0:02:33, 0:09:35,,
4584,ju-ge-li-zi-x  ,6,0:09:39, 0:09:39, 0:09:35,,
4585,abhay_jo23  ,6,0:09:39, 0:02:42, 0:09:39,,
4586,xinshengx  ,6,0:09:39, 0:07:06, 0:09:39,,
4587,user8771Nf  ,6,0:09:39, 0:02:29, 0:09:39,,
4588,yyyyyyyyyyu  ,6,0:09:41, 0:04:27, 0:09:41,,
4589,nitish27sheoran  ,6,0:09:42, 0:01:47, 0:04:42  1,,
4590,god__Speed  ,6,0:09:43, 0:02:32, 0:09:43,,
4591,anirudhkrishna28  ,6,0:09:45, 0:03:05, 0:09:45,,
4592,wyjsdpku  ,6,0:09:46, 0:04:34, 0:09:46,,
4593,Nargharzvog  ,6,0:09:46, 0:04:07, 0:09:46,,
4594,__Awaken__  ,6,0:09:46, 0:01:55, 0:09:46,,
4595,harsha_velpumadugu  ,6,0:09:47, 0:02:11, 0:09:47,,
4596,Anonymous_075  ,6,0:09:48, 0:04:35, 0:09:48,,
4597,Siddharth_kandwal2001  ,6,0:09:48, 0:01:58, 0:09:48,,
4598,zubairsyed410  ,6,0:09:50, 0:04:56, 0:09:50,,
4599,confident-hermannbq4  ,6,0:09:50, 0:01:31, 0:04:50  1,,
4600,prasad009  ,6,0:09:50, 0:05:55, 0:09:50,,
4601,qing-ge-er  ,6,0:09:50, 0:02:42, 0:09:50,,
4602,parkhi_goyal11  ,6,0:09:51, 0:04:26, 0:09:51,,
4603,kjempefintola5  ,6,0:09:51, 0:03:49, 0:09:51,,
4604,abhaydewedi  ,6,0:09:51, 0:04:17, 0:09:51,,
4605,eneymatov  ,6,0:09:52, 0:02:29, 0:09:52,,
4606,IndeanCondor  ,6,0:09:52, 0:05:15, 0:09:52,,
4607,bwiss11  ,6,0:09:53, 0:03:54, 0:09:53,,
4608,MrPeerLess  ,6,0:09:54, 0:00:46, 0:04:54  1,,
4609,Narayan_Vaibhav  ,6,0:09:54, 0:03:16, 0:09:54,,
4610,Harshini_1710  ,6,0:09:55, 0:05:18, 0:09:55,,
4611,mezrua  ,6,0:09:55, 0:02:58, 0:09:55,,
4612,js_pro  ,6,0:09:56, 0:03:04, 0:09:56,,
4613,21ucs146  ,6,0:09:57, 0:01:27, 0:04:57  1,,
4614,user6412FK  ,6,0:09:58, 0:04:56, 0:09:58,,
4615,bhuyand143  ,6,0:09:59, 0:02:24, 0:09:59,,
4616,viditgupta7001  ,6,0:09:59, 0:03:06, 0:09:59,,
4617,voanhtuanvn12  ,6,0:10:00, 0:05:10, 0:10:00,,
4618,adoring-stonebrakerr7q  ,6,0:10:01, 0:02:28, 0:10:01,,
4619,CoderBroder  ,6,0:10:02, 0:02:26, 0:10:02,,
4620,CarlosAlcaraz  ,6,0:10:03, 0:03:51, 0:10:03,,
4621,username102  ,6,0:10:03, 0:01:21, 0:05:03  1,,
4622,Itsuki_  ,6,0:10:04, 0:02:01, 0:10:04,,
4623,StayWoke  ,6,0:10:05, 0:01:26, 0:10:05,,
4624,trieac  ,6,0:10:06, 0:01:24, 0:10:06,,
4625,_Naman_Jain  ,6,0:10:06, 0:02:17, 0:10:06,,
4626,infected_humanity  ,6,0:10:06, 0:10:06, 0:09:07,,
4627,darapureddy  ,6,0:10:07, 0:01:46, 0:05:07  1,,
4628,sihan-shanshan  ,6,0:10:07, 0:02:03, 0:10:07,,
4629,wardyg070638  ,6,0:10:07, 0:02:41, 0:10:07,,
4630,BeanChuang  ,6,0:10:07, 0:01:30, 0:05:07  1,,
4631,klein4groups  ,6,0:10:08, 0:10:08, 0:09:55,,
4632,arifkhan1990  ,6,0:10:08, 0:03:00, 0:10:08,,
4633,okaycool  ,6,0:10:09, 0:02:46, 0:10:09,,
4634,Sudharsan_1705  ,6,0:10:09, 0:02:06, 0:10:09,,
4635,saffier  ,6,0:10:10, 0:03:42, 0:10:10,,
4636,Debojit_Ganguly  ,6,0:10:10, 0:02:29, 0:10:10,,
4637,yashkumargl2rb  ,6,0:10:11, 0:01:57, 0:10:11,,
4638,SakshiMore22  ,6,0:10:12, 0:04:48, 0:10:12,,
4639,Nawaz19  ,6,0:10:12, 0:02:12, 0:05:12  1,,
4640,ShaneSDE  ,6,0:10:13, 0:01:54, 0:05:13  1,,
4641,eternalding  ,6,0:10:14, 0:02:30, 0:10:14,,
4642,adidhande  ,6,0:10:15, 0:03:05, 0:10:15,,
4643,yerramanusha8  ,6,0:10:15, 0:10:15, 0:08:45,,
4644,Krish47  ,6,0:10:16, 0:02:37, 0:10:16,,
4645,Mr--W  ,6,0:10:16, 0:05:16, 0:04:13  1,,
4646,fmguoeecs  ,6,0:10:17, 0:02:48, 0:10:17,,
4647,akhilg11  ,6,0:10:17, 0:01:25, 0:10:17,,
4648,prathamk7569  ,6,0:10:18, 0:02:36, 0:10:18,,
4649,y-z-2  ,6,0:10:19, 0:01:08, 0:10:19,,
4650,flyingmonster1210  ,6,0:10:22, 0:03:27, 0:10:22,,
4651,Disha_Agrawal  ,6,0:10:22, 0:03:05, 0:10:22,,
4652,Zouvik_Pan  ,6,0:10:23, 0:01:31, 0:10:23,,
4653,bad-man-7  ,6,0:10:23, 0:03:55, 0:10:23,,
4654,brycelo  ,6,0:10:24, 0:02:18, 0:05:24  1,,
4655,coderr_ami  ,6,0:10:25, 0:03:42, 0:10:25,,
4656,yadav_ravi123  ,6,0:10:25, 0:02:23, 0:10:25,,
4657,silence-m8  ,6,0:10:26, 0:03:15, 0:10:26,,
4658,parmardiwakar150  ,6,0:10:26, 0:03:04, 0:10:26,,
4659,ds6426208  ,6,0:10:26, 0:04:27, 0:10:26,,
4660,burnt_horizon  ,6,0:10:26, 0:02:24, 0:10:26,,
4661,Avoca9o  ,6,0:10:26, 0:05:26, 0:04:17  1,,
4662,HenryJuice  ,6,0:10:26, 0:05:02, 0:10:26,,
4663,pulletisatish123  ,6,0:10:27, 0:03:07, 0:10:27,,
4664,materasu  ,6,0:10:27, 0:04:36, 0:10:27,,
4665,Kye_XD  ,6,0:10:28, 0:06:17, 0:10:28,,
4666,tahooramajlesiii  ,6,0:10:28, 0:03:20, 0:10:28,,
4667,peaceful-explorer  ,6,0:10:28, 0:10:11, 0:10:28,,
4668,2110030379_Mithun  ,6,0:10:29, 0:07:51, 0:10:29,,
4669,guptamanan24  ,6,0:10:29, 0:02:46, 0:10:29,,
4670,mihir_kathpal  ,6,0:10:29, 0:05:04, 0:10:29,,
4671,yello0702  ,6,0:10:30, 0:01:24, 0:05:30  1,,
4672,krtk_097  ,6,0:10:30, 0:01:28, 0:05:30  1,,
4673,112115141  ,6,0:10:30, 0:02:06, 0:05:30  1,,
4674,codeamish  ,6,0:10:30, 0:08:03, 0:10:30,,
4675,nqhoang72  ,6,0:10:31, 0:01:56, 0:05:31  1,,
4676,zenolus  ,6,0:10:31, 0:01:36, 0:05:31  1,,
4677,paskahlisanjas  ,6,0:10:31, 0:05:03, 0:10:31,,
4678,resotto  ,6,0:10:32, 0:02:32, 0:05:32  1,,
4679,wu-qiong-sheng-gao-de-qia-nong  ,6,0:10:32, 0:01:03, 0:10:32,,
4680,lucid-mir2akhanigaj  ,6,0:10:32, 0:04:04, 0:10:32,,
4681,prodipdatta7  ,6,0:10:33, 0:02:33, 0:10:33,,
4682,YuvaPrasad  ,6,0:10:33, 0:03:51, 0:10:33,,
4683,gouravsardana  ,6,0:10:33, 0:02:52, 0:05:33  1,,
4684,Rad0miR  ,6,0:10:33, 0:04:47, 0:10:33,,
4685,UladzislauB  ,6,0:10:33, 0:03:00, 0:10:33,,
4686,H4CE  ,6,0:10:34, 0:02:41, 0:10:34,,
4687,Mikekbnv  ,6,0:10:34, 0:02:57, 0:10:34,,
4688,EigenVector0  ,6,0:10:34, 0:04:32, 0:05:34  1,,
4689,comeback_24  ,6,0:10:34, 0:01:33, 0:05:34  1,,
4690,KeelanRosa  ,6,0:10:35, 0:03:41, 0:10:35,,
4691,cubejod  ,6,0:10:36, 0:01:26, 0:10:36,,
4692,Kaushal349  ,6,0:10:36, 0:05:55, 0:10:36,,
4693,sheen_an_goh  ,6,0:10:38, 0:03:57, 0:10:38,,
4694,code_eureka  ,6,0:10:38, 0:04:11, 0:10:38,,
4695,safed_specs  ,6,0:10:38, 0:01:25, 0:05:38  1,,
4696,chirag2907  ,6,0:10:39, 0:01:39, 0:05:39  1,,
4697,shanjidhasan202  ,6,0:10:40, 0:08:14, 0:10:40,,
4698,BorisSherman  ,6,0:10:40, 0:05:00, 0:10:40,,
4699,ashutosh99934  ,6,0:10:40, 0:01:24, 0:05:40  1,,
4700,launda01  ,6,0:10:42, 0:04:17, 0:10:42,,
4701,211FA04639  ,6,0:10:42, 0:08:03, 0:10:42,,
4702,codewin_13  ,6,0:10:42, 0:04:23, 0:10:42,,
4703,TahsinArafat  ,6,0:10:43, 0:02:15, 0:05:43  1,,
4704,jliang2010  ,6,0:10:43, 0:02:02, 0:10:43,,
4705,yunjiexiao13  ,6,0:10:43, 0:04:17, 0:10:43,,
4706,applouz  ,6,0:10:43, 0:01:09, 0:05:43  1,,
4707,be_upriser  ,6,0:10:43, 0:02:37, 0:10:43,,
4708,skyblu  ,6,0:10:45, 0:01:53, 0:10:45,,
4709,prabhakar_123  ,6,0:10:45, 0:03:19, 0:10:45,,
4710,rishabhgoel  ,6,0:10:45, 0:03:17, 0:10:45,,
4711,xm1233-2  ,6,0:10:46, 0:01:48, 0:05:46  1,,
4712,deepbansal  ,6,0:10:47, 0:05:03, 0:10:47,,
4713,jetias  ,6,0:10:47, 0:01:52, 0:05:47  1,,
4714,siddp6  ,6,0:10:48, 0:02:29, 0:10:48,,
4715,Rollerkz3  ,6,0:10:49, 0:01:59, 0:10:49,,
4716,sarasix  ,6,0:10:49, 0:07:09, 0:10:49,,
4717,singhvaibhav1434  ,6,0:10:49, 0:01:50, 0:05:49  1,,
4718,Badal_Jha  ,6,0:10:50, 0:02:47, 0:10:50,,
4719,LaserInfinite  ,6,0:10:51, 0:08:10, 0:10:51,,
4720,ioannis_kanello  ,6,0:10:51, 0:02:00, 0:05:51  1,,
4721,inceptionv2  ,6,0:10:51, 0:03:34, 0:10:51,,
4722,WhiteDusT  ,6,0:10:53, 0:04:44, 0:10:53,,
4723,phanthaiduong22  ,6,0:10:54, 0:01:44, 0:05:54  1,,
4724,fei_meng  ,6,0:10:54, 0:02:52, 0:10:54,,
4725,piratesourav  ,6,0:10:54, 0:05:40, 0:10:54,,
4726,avvert  ,6,0:10:55, 0:04:54, 0:10:55,,
4727,dakshkochhar2002  ,6,0:10:55, 0:01:52, 0:05:55  1,,
4728,parikhanupk  ,6,0:10:55, 0:04:26, 0:10:55,,
4729,mishotek  ,6,0:10:56, 0:01:52, 0:10:56,,
4730,cheeterLee  ,6,0:10:56, 0:02:34, 0:10:56,,
4731,amitbansal13  ,6,0:10:57, 0:02:54, 0:05:57  1,,
4732,harshit_99  ,6,0:10:57, 0:03:14, 0:10:57,,
4733,Arcanine25  ,6,0:10:58, 0:01:29, 0:05:58  1,,
4734,user9104rY  ,6,0:10:58, 0:05:38, 0:10:58,,
4735,dandekareti003  ,6,0:10:58, 0:01:36, 0:10:58,,
4736,arz001  ,6,0:10:58, 0:03:21, 0:10:58,,
4737,bti  ,6,0:10:59, 0:02:43, 0:10:59,,
4738,xia-zt  ,6,0:10:59, 0:01:57, 0:10:59,,
4739,Mohana_Manikanta_Reddy_Padala  ,6,0:10:59, 0:02:13, 0:10:59,,
4740,sathvikareddy2005  ,6,0:10:59, 0:05:31, 0:10:59,,
4741,elo9uent-eulerj4p  ,6,0:10:59, 0:00:51, 0:05:59  1,,
4742,sao-rui  ,6,0:11:00, 0:01:53, 0:11:00,,
4743,puspendudas2002  ,6,0:11:01, 0:01:36, 0:06:01  1,,
4744,persevere_21  ,6,0:11:02, 0:03:15, 0:06:02  1,,
4745,MrTwinkleSharma  ,6,0:11:02, 0:03:19, 0:11:02,,
4746,Agyani  ,6,0:11:02, 0:01:56, 0:06:02  1,,
4747,GUNWANT009  ,6,0:11:02, 0:01:50, 0:06:02  1,,
4748,shivam_1881  ,6,0:11:02, 0:06:02, 0:05:15  1,,
4749,aayushbhasin  ,6,0:11:04, 0:01:55, 0:11:04,,
4750,user2479GS  ,6,0:11:04, 0:03:03, 0:11:04,,
4751,mohamed_adel  ,6,0:11:04, 0:02:52, 0:06:04  1,,
4752,coder_zzzzz  ,6,0:11:07, 0:02:36, 0:11:07,,
4753,rahul_baradol  ,6,0:11:07, 0:02:28, 0:06:07  1,,
4754,zyw1994  ,6,0:11:08, 0:02:01, 0:11:08,,
4755,01x_flash  ,6,0:11:10, 0:01:27, 0:06:10  1,,
4756,mammothb  ,6,0:11:10, 0:05:31, 0:11:10,,
4757,atulsoam5  ,6,0:11:11, 0:01:57, 0:06:11  1,,
4758,Sahil_0902  ,6,0:11:11, 0:02:03, 0:06:11  1,,
4759,sanjai1701  ,6,0:11:12, 0:02:08, 0:11:12,,
4760,zzzj  ,6,0:11:13, 0:01:29, 0:06:13  1,,
4761,nomorenoobe  ,6,0:11:13, 0:04:58, 0:11:13,,
4762,aniket_512  ,6,0:11:14, 0:03:50, 0:06:14  1,,
4763,Sasuke_18055  ,6,0:11:14, 0:04:00, 0:11:14,,
4764,walid_ink  ,6,0:11:14, 0:01:56, 0:06:14  1,,
4765,nikhilmalakar  ,6,0:11:15, 0:04:37, 0:06:15  1,,
4766,ld21d0c  ,6,0:11:16, 0:08:59, 0:11:16,,
4767,pegasus777  ,6,0:11:16, 0:01:40, 0:06:16  1,,
4768,PrajwalJadhav  ,6,0:11:16, 0:01:26, 0:06:16  1,,
4769,Dev_Juneja_23  ,6,0:11:16, 0:04:03, 0:06:16  1,,
4770,2018meb1274  ,6,0:11:16, 0:01:46, 0:06:16  1,,
4771,lingdongpython  ,6,0:11:16, 0:05:34, 0:11:16,,
4772,amitdnagar4  ,6,0:11:17, 0:02:26, 0:06:17  1,,
4773,rilyntaar  ,6,0:11:17, 0:03:56  1, 0:06:17,,
4774,yhwputin  ,6,0:11:18, 0:01:34, 0:06:18  1,,
4775,anish12k07  ,6,0:11:18, 0:04:20, 0:11:18,,
4776,anshukaira  ,6,0:11:18, 0:02:49, 0:11:18,,
4777,bertailak  ,6,0:11:18, 0:04:35, 0:11:18,,
4778,shuohe  ,6,0:11:18, 0:04:57, 0:11:18,,
4779,apoorv_121  ,6,0:11:18, 0:02:18, 0:11:18,,
4780,akhil0401  ,6,0:11:18, 0:02:49, 0:11:18,,
4781,jayanth-c137  ,6,0:11:19, 0:06:19, 0:05:30  1,,
4782,U5QgavZE8K  ,6,0:11:19, 0:05:23, 0:11:19,,
4783,qi-meng-sheng  ,6,0:11:20, 0:01:14, 0:11:20,,
4784,sugatalaha  ,6,0:11:20, 0:04:34, 0:11:20,,
4785,bera_474  ,6,0:11:21, 0:01:25, 0:06:21  1,,
4786,Prabhatsingh  ,6,0:11:23, 0:01:44, 0:06:23  1,,
4787,rahulbishnoi_29  ,6,0:11:23, 0:05:18, 0:06:23  1,,
4788,elec_tron  ,6,0:11:24, 0:02:35, 0:06:24  1,,
4789,pillaimanish  ,6,0:11:25, 0:03:23, 0:11:25,,
4790,Anshu_coding  ,6,0:11:26, 0:02:38, 0:11:26,,
4791,siva_pidugu  ,6,0:11:26, 0:03:14, 0:11:26,,
4792,gunjan124  ,6,0:11:26, 0:11:26, 0:08:26,,
4793,bai-yan-v1  ,6,0:11:26, 0:06:01, 0:11:26,,
4794,jayant_hotwani2001  ,6,0:11:26, 0:02:13, 0:11:26,,
4795,skylord1899  ,6,0:11:27, 0:01:50, 0:06:27  1,,
4796,lord-benjamin  ,6,0:11:27, 0:02:07, 0:06:27  1,,
4797,elegant-parefby  ,6,0:11:27, 0:02:34, 0:11:27,,
4798,prancingLynx  ,6,0:11:27, 0:01:59, 0:11:27,,
4799,gapsong  ,6,0:11:27, 0:03:43, 0:11:27,,
4800,mjvki  ,6,0:11:28, 0:01:54, 0:06:28  1,,
4801,28921085  ,6,0:11:28, 0:01:29, 0:06:28  1,,
4802,udaygupta2801  ,6,0:11:29, 0:01:51, 0:11:29,,
4803,santoshasr132  ,6,0:11:30, 0:03:49, 0:11:30,,
4804,bloody_binary21  ,6,0:11:30, 0:11:30, 0:10:11,,
4805,Whyparanoid  ,6,0:11:31, 0:03:48, 0:11:31,,
4806,mr-vlakon  ,6,0:11:31, 0:01:57, 0:06:31  1,,
4807,theodoreeeeeee  ,6,0:11:32, 0:01:28, 0:06:32  1,,
4808,Dhrumil0735  ,6,0:11:32, 0:02:36, 0:06:32  1,,
4809,ishaangupta1201  ,6,0:11:32, 0:02:32, 0:06:32  1,,
4810,kardiyaSolve  ,6,0:11:33, 0:01:37, 0:06:33  1,,
4811,Ashcroft  ,6,0:11:33, 0:03:37, 0:11:33,,
4812,itz_VAni  ,6,0:11:33, 0:03:22, 0:11:33,,
4813,KomalPal  ,6,0:11:33, 0:01:37, 0:06:33  1,,
4814,bluealladin-7  ,6,0:11:34, 0:02:38, 0:11:34,,
4815,azubair9956  ,6,0:11:35, 0:07:12, 0:11:35,,
4816,ahmedoshelmy  ,6,0:11:35, 0:01:38, 0:06:35  1,,
4817,alienist07  ,6,0:11:36, 0:01:36, 0:06:36  1,,
4818,raghibh2004  ,6,0:11:36, 0:01:36, 0:06:36  1,,
4819,Kathiravan_S  ,6,0:11:36, 0:06:32, 0:11:36,,
4820,kartikpapney  ,6,0:11:36, 0:01:49, 0:06:36  1,,
4821,__G_sqUAre__  ,6,0:11:37, 0:01:39, 0:06:37  1,,
4822,gregory-2  ,6,0:11:37, 0:04:58, 0:11:37,,
4823,44_sparsh  ,6,0:11:38, 0:02:23, 0:11:38,,
4824,arjun1408  ,6,0:11:38, 0:06:14, 0:11:38,,
4825,amoghtewari  ,6,0:11:39, 0:01:57, 0:06:39  1,,
4826,banisafar  ,6,0:11:39, 0:02:48, 0:11:39,,
4827,pandearindam  ,6,0:11:40, 0:02:08, 0:11:40,,
4828,mvgt_gautam  ,6,0:11:41, 0:02:35, 0:11:41,,
4829,rakhmedovrs  ,6,0:11:41, 0:01:27, 0:06:41  1,,
4830,chrisTris  ,6,0:11:42, 0:03:25, 0:06:42  1,,
4831,tyagidev04  ,6,0:11:42, 0:02:33, 0:06:42  1,,
4832,coolyuyuyu  ,6,0:11:42, 0:02:22, 0:06:42  1,,
4833,psingh0010  ,6,0:11:43, 0:07:23, 0:11:43,,
4834,IamUday  ,6,0:11:44, 0:05:30, 0:11:44,,
4835,giigggii  ,6,0:11:44, 0:03:17, 0:11:44,,
4836,3FrenchOmelettes  ,6,0:11:44, 0:01:58, 0:06:44  1,,
4837,shivam_4242  ,6,0:11:45, 0:01:41, 0:06:45  1,,
4838,khritish17  ,6,0:11:45, 0:03:37, 0:11:45,,
4839,zhanghang2014  ,6,0:11:45, 0:02:37, 0:11:45,,
4840,Yogeshpal  ,6,0:11:46, 0:11:25, 0:11:46,,
4841,maktub_xiao-ming  ,6,0:11:46, 0:02:02, 0:11:46,,
4842,nen-nen-de-xiao-xin  ,6,0:11:47, 0:06:47, 0:05:27  1,,
4843,mayanksingh7905  ,6,0:11:48, 0:03:15, 0:11:48,,
4844,ajai_cr7  ,6,0:11:48, 0:11:48, 0:10:29,,
4845,Shubham_Sharmak  ,6,0:11:48, 0:04:40, 0:11:48,,
4846,farzanhlhvr  ,6,0:11:49, 0:02:54, 0:11:49,,
4847,sunnny0502  ,6,0:11:49, 0:02:33, 0:06:49  1,,
4848,cossetannie  ,6,0:11:50, 0:01:35, 0:06:50  1,,
4849,jay_singla  ,6,0:11:50, 0:11:50, 0:11:00,,
4850,sacalgo  ,6,0:11:50, 0:02:36, 0:11:50,,
4851,ecrly  ,6,0:11:51, 0:01:30, 0:06:51  1,,
4852,sharmadharmesh  ,6,0:11:52, 0:05:50, 0:11:52,,
4853,sakethvangala36323  ,6,0:11:52, 0:03:56, 0:11:52,,
4854,ran-xi-f  ,6,0:11:52, 0:01:21, 0:06:52  1,,
4855,hssrut  ,6,0:11:53, 0:01:25, 0:06:53  1,,
4856,kaustubhgaikwad  ,6,0:11:53, 0:01:52, 0:06:53  1,,
4857,sigma_03  ,6,0:11:53, 0:02:55, 0:06:53  1,,
4858,amitA2Z  ,6,0:11:53, 0:06:49, 0:11:53,,
4859,austinmyc  ,6,0:11:54, 0:02:32  1, 0:06:54,,
4860,sarthak6596  ,6,0:11:54, 0:02:35, 0:11:54,,
4861,adarshmusa  ,6,0:11:54, 0:02:23, 0:11:54,,
4862,ShohaibKhan  ,6,0:11:55, 0:05:24, 0:11:55,,
4863,shuang-hua-mu-xie  ,6,0:11:56, 0:02:22, 0:06:56  1,,
4864,gssharma1051  ,6,0:11:56, 0:02:32, 0:06:56  1,,
4865,new_coder-5  ,6,0:11:58, 0:02:41, 0:11:58,,
4866,arsh73552  ,6,0:11:58, 0:02:40, 0:11:58,,
4867,Harshitcode  ,6,0:11:58, 0:02:11, 0:06:58  1,,
4868,a15a  ,6,0:11:58, 0:01:11, 0:06:58  1,,
4869,comp24  ,6,0:11:58, 0:02:43, 0:06:58  1,,
4870,r32626  ,6,0:11:58, 0:04:42, 0:11:58,,
4871,Rishabh_Kumar_Sharma  ,6,0:11:59, 0:01:28, 0:06:59  1,,
4872,diezmal  ,6,0:11:59, 0:03:46, 0:11:59,,
4873,IndrajitK07  ,6,0:11:59, 0:02:12, 0:06:59  1,,
4874,nikhilsrv2017  ,6,0:11:59, 0:02:27, 0:11:59,,
4875,escode01  ,6,0:11:59, 0:02:27, 0:11:59,,
4876,navneet9810  ,6,0:11:59, 0:02:28, 0:06:59  1,,
4877,sambit_2022  ,6,0:11:59, 0:06:59, 0:04:52  1,,
4878,_h_raj43  ,6,0:11:59, 0:02:08, 0:11:59,,
4879,vanshdhawan60  ,6,0:12:00, 0:01:58, 0:07:00  1,,
4880,radiosilence  ,6,0:12:00, 0:03:37, 0:12:00,,
4881,isha_121  ,6,0:12:00, 0:01:25, 0:07:00  1,,
4882,ampish  ,6,0:12:00, 0:01:42, 0:07:00  1,,
4883,rajanand18  ,6,0:12:01, 0:04:09, 0:07:01  1,,
4884,fujiwara_tofu_store  ,6,0:12:01, 0:01:14, 0:07:01  1,,
4885,caldi  ,6,0:12:01, 0:03:10, 0:12:01,,
4886,Gajor_Pay  ,6,0:12:01, 0:01:44, 0:07:01  1,,
4887,7oving-mccarthypb0  ,6,0:12:01, 0:07:01, 0:06:11  1,,
4888,charlie-tej-123  ,6,0:12:01, 0:01:42, 0:07:01  1,,
4889,reddotcheese13  ,6,0:12:01, 0:03:06, 0:07:01  1,,
4890,nasim_pc  ,6,0:12:02, 0:12:02, 0:10:21,,
4891,shashwatshrma  ,6,0:12:02, 0:02:40, 0:07:02  1,,
4892,wangwenwwx  ,6,0:12:02, 0:07:02, 0:05:45  1,,
4893,singhmohit98689NSUT  ,6,0:12:03, 0:03:40, 0:12:03,,
4894,yug_tyagi  ,6,0:12:03, 0:01:24, 0:07:03  1,,
4895,longpanzhou  ,6,0:12:04, 0:02:50, 0:12:04,,
4896,ivanj-0  ,6,0:12:05, 0:05:16, 0:12:05,,
4897,_shubham28  ,6,0:12:05, 0:03:42, 0:12:05,,
4898,sushaantlavania  ,6,0:12:05, 0:01:54, 0:07:05  1,,
4899,aphroditus  ,6,0:12:06, 0:02:06, 0:07:06  1,,
4900,klu_2100030445  ,6,0:12:06, 0:03:49, 0:12:06,,
4901,mightBeSam  ,6,0:12:06, 0:03:05, 0:12:06,,
4902,yi1994324  ,6,0:12:06, 0:01:48, 0:07:06  1,,
4903,baharkh22  ,6,0:12:07, 0:06:47, 0:12:07,,
4904,its_oByes  ,6,0:12:08, 0:03:54, 0:07:08  1,,
4905,aravindsys  ,6,0:12:08, 0:01:35, 0:07:08  1,,
4906,nobita_n0bi  ,6,0:12:08, 0:05:26, 0:07:08  1,,
4907,seidigapbar  ,6,0:12:09, 0:06:38, 0:12:09,,
4908,a8hi  ,6,0:12:09, 0:02:02, 0:07:09  1,,
4909,idioteque9395  ,6,0:12:10, 0:01:35, 0:07:10  1,,
4910,BebekJK  ,6,0:12:10, 0:02:37, 0:07:10  1,,
4911,hhhyfff  ,6,0:12:10, 0:01:57, 0:07:10  1,,
4912,Failure2125  ,6,0:12:10, 0:12:10, 0:08:35,,
